ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KS-123,Mitchell County,Kansas,19.27,-6.26,17,25.53
KS-125,Montgomery County,Kansas,30.51,-7.33,20,37.84
KS-127,Morris County,Kansas,32.04,-1.05,59,33.09
KS-129,Morton County,Kansas,10.96,-5.98,10,16.94
KS-131,Nemaha County,Kansas,29.03,-4.05,38,33.08
KS-133,Neosho County,Kansas,31.95,-7.82,19,39.77
KS-135,Ness County,Kansas,10.49,-10.51,1,21
KS-137,Norton County,Kansas,13.68,-8.32,4,22
KS-139,Osage County,Kansas,34,-1.66,58,35.66
KS-141,Osborne County,Kansas,18.79,-5.07,28,23.86
KS-143,Ottawa County,Kansas,23.69,-4.13,39,27.82
KS-145,Pawnee County,Kansas,14.81,-8.12,5,22.93
KS-147,Phillips County,Kansas,16.22,-6.93,12,23.15
KS-149,Pottawatomie County,Kansas,30.61,-2.37,50,32.98
KS-151,Pratt County,Kansas,16.56,-8.75,5,25.31
KS-153,Rawlins County,Kansas,11.71,-8.12,2,19.83
KS-155,Reno County,Kansas,21.47,-6.11,19,27.58
KS-157,Republic County,Kansas,22.86,-5.04,26,27.9
KS-159,Rice County,Kansas,23.27,-3.49,35,26.76
KS-161,Riley County,Kansas,31.13,-0.61,62,31.74
KS-163,Rooks County,Kansas,16.8,-6.19,19,22.99
KS-165,Rush County,Kansas,14.33,-8.47,3,22.8
KS-167,Russell County,Kansas,17.12,-7.37,13,24.49
KS-169,Saline County,Kansas,27.89,-0.91,67,28.8
KS-171,Scott County,Kansas,8.24,-10.5,1,18.74
KS-173,Sedgwick County,Kansas,26.79,-3.86,38,30.65
KS-175,Seward County,Kansas,11.95,-7.26,7,19.21
KS-177,Shawnee County,Kansas,32.43,-2.32,54,34.75
KS-179,Sheridan County,Kansas,11.08,-9.73,3,20.81
KS-181,Sherman County,Kansas,12.4,-5.82,11,18.22
KS-183,Smith County,Kansas,18.98,-4.94,24,23.92
KS-185,Stafford County,Kansas,17.78,-7.05,12,24.83
KS-187,Stanton County,Kansas,10.76,-5.81,10,16.57
KS-189,Stevens County,Kansas,11.25,-6.9,7,18.15
KS-191,Sumner County,Kansas,26.86,-4.27,37,31.13
KS-193,Thomas County,Kansas,11.79,-7.74,6,19.53
KS-195,Trego County,Kansas,10.27,-11.24,1,21.51
KS-197,Wabaunsee County,Kansas,33.74,-0.48,66,34.22
KS-199,Wallace County,Kansas,11.95,-5.66,11,17.61
KS-201,Washington County,Kansas,28.78,-0.85,57,29.63
KS-203,Wichita County,Kansas,11.28,-6.53,7,17.81
KS-205,Wilson County,Kansas,32.48,-5.23,32,37.71
KS-207,Woodson County,Kansas,31.14,-6.33,30,37.47
KS-209,Wyandotte County,Kansas,31.51,-4.68,36,36.19
KY-001,Adair County,Kentucky,50.18,-0.05,57,50.23
KY-003,Allen County,Kentucky,52.45,2.24,79,50.21
KY-005,Anderson County,Kentucky,47.61,1.88,70,45.73
KY-007,Ballard County,Kentucky,45.08,-1.27,60,46.35
KY-009,Barren County,Kentucky,51.71,1.25,74,50.46
KY-011,Bath County,Kentucky,48.22,2.37,82,45.85
KY-013,Bell County,Kentucky,53.21,1.54,73,51.67
KY-015,Boone County,Kentucky,45.98,4.48,90,41.5
KY-017,Bourbon County,Kentucky,45.37,0.53,63,44.84
KY-019,Boyd County,Kentucky,43.22,1.2,73,42.02
KY-021,Boyle County,Kentucky,48.62,0.71,73,47.91
KY-023,Bracken County,Kentucky,48.43,4.34,93,44.09
KY-025,Breathitt County,Kentucky,56.79,10.41,120,46.38
KY-027,Breckinridge County,Kentucky,49.51,2.76,73,46.75
KY-029,Bullitt County,Kentucky,46.35,0.89,61,45.46
KY-031,Butler County,Kentucky,48.65,0.65,64,48
KY-033,Caldwell County,Kentucky,46.46,-0.91,57,47.37
KY-035,Calloway County,Kentucky,45.62,-3.35,45,48.97
KY-037,Campbell County,Kentucky,45.91,4.1,94,41.81
KY-039,Carlisle County,Kentucky,46.7,-0.51,64,47.21
KY-041,Carroll County,Kentucky,47.69,4.93,91,42.76
KY-043,Carter County,Kentucky,43.97,1.75,81,42.22
KY-045,Casey County,Kentucky,51.04,1.25,70,49.79
KY-047,Christian County,Kentucky,45.85,-2.34,47,48.19
KY-049,Clark County,Kentucky,48.3,2.45,82,45.85
KY-051,Clay County,Kentucky,57.96,9.09,115,48.87
KY-053,Clinton County,Kentucky,54.62,2.43,80,52.19
KY-055,Crittenden County,Kentucky,44.57,-1.7,50,46.27
KY-057,Cumberland County,Kentucky,52.02,0.85,72,51.17
KY-059,Daviess County,Kentucky,44.6,-0.24,57,44.84
KY-061,Edmonson County,Kentucky,51.11,1.28,72,49.83
KY-063,Elliott County,Kentucky,47.19,3.9,95,43.29
KY-065,Estill County,Kentucky,53.21,7.1,104,46.11
KY-067,Fayette County,Kentucky,46.36,1.34,71,45.02
KY-069,Fleming County,Kentucky,47.6,2.77,84,44.83
KY-071,Floyd County,Kentucky,51.24,7.56,111,43.68
KY-073,Franklin County,Kentucky,47.51,2.87,77,44.64
KY-075,Fulton County,Kentucky,51.48,2.54,78,48.94
KY-077,Gallatin County,Kentucky,45.85,3.49,78,42.36
KY-079,Garrard County,Kentucky,48.21,1.44,77,46.77
KY-081,Grant County,Kentucky,47.02,4.23,91,42.79
KY-083,Graves County,Kentucky,47.49,-1.57,57,49.06
KY-085,Grayson County,Kentucky,50.33,1.34,67,48.99
KY-087,Green County,Kentucky,49.7,0.64,73,49.06
KY-089,Greenup County,Kentucky,42.42,0.72,72,41.7
KY-091,Hancock County,Kentucky,48.6,2.85,73,45.75
KY-093,Hardin County,Kentucky,48.77,1.8,69,46.97
KY-095,Harlan County,Kentucky,55.38,3.33,82,52.05
KY-097,Harrison County,Kentucky,44.9,1.36,67,43.54
KY-099,Hart County,Kentucky,51.18,1.86,74,49.32
KY-101,Henderson County,Kentucky,40.84,-3.58,46,44.42
KY-103,Henry County,Kentucky,48.08,4,82,44.08
KY-105,Hickman County,Kentucky,49.61,1.32,70,48.29
KY-107,Hopkins County,Kentucky,47.85,1.93,75,45.92
KY-109,Jackson County,Kentucky,55.27,6.96,107,48.31
KY-111,Jefferson County,Kentucky,45.07,0.92,62,44.15
KY-113,Jessamine County,Kentucky,46.61,1.11,70,45.5
KY-115,Johnson County,Kentucky,51.15,7.37,108,43.78
KY-117,Kenton County,Kentucky,46.37,4.59,97,41.78
KY-119,Knott County,Kentucky,53.87,7.9,115,45.97
KY-121,Knox County,Kentucky,54.37,4.12,90,50.25
KY-123,Larue County,Kentucky,49.06,0.97,70,48.09
KY-125,Laurel County,Kentucky,52.92,3.56,85,49.36
KY-127,Lawrence County,Kentucky,47.38,4.11,95,43.27
KY-129,Lee County,Kentucky,56.5,9.89,117,46.61
KY-131,Leslie County,Kentucky,58.23,9.34,119,48.89
KY-133,Letcher County,Kentucky,51.35,4.72,103,46.63
KY-135,Lewis County,Kentucky,47,3.54,93,43.46
KY-137,Lincoln County,Kentucky,50.26,1.69,80,48.57
KY-139,Livingston County,Kentucky,44.84,-2.55,45,47.39
KY-141,Logan County,Kentucky,50.24,1.85,73,48.39
KY-143,Lyon County,Kentucky,45.65,-2.45,47,48.1
KY-145,McCracken County,Kentucky,45.67,-1.79,57,47.46
KY-147,McCreary County,Kentucky,54.17,3.65,84,50.52
KY-149,McLean County,Kentucky,45.51,0.5,65,45.01
KY-151,Madison County,Kentucky,49.35,3.41,86,45.94
KY-153,Magoffin County,Kentucky,52.76,8.27,115,44.49
KY-155,Marion County,Kentucky,48.72,0.22,64,48.5
KY-157,Marshall County,Kentucky,45.66,-2.54,53,48.2
KY-159,Martin County,Kentucky,50.75,5.7,102,45.05
KY-161,Mason County,Kentucky,48.04,3.98,91,44.06
KY-163,Meade County,Kentucky,47.59,2,73,45.59
KY-165,Menifee County,Kentucky,51.15,4.75,96,46.4
KY-167,Mercer County,Kentucky,47.37,0.91,72,46.46
KY-169,Metcalfe County,Kentucky,50.96,0.76,69,50.2
KY-171,Monroe County,Kentucky,52.68,0.87,72,51.81
KY-173,Montgomery County,Kentucky,48.84,2.16,81,46.68
KY-175,Morgan County,Kentucky,50.41,5.76,101,44.65
KY-177,Muhlenberg County,Kentucky,47.56,0.89,67,46.67
KY-179,Nelson County,Kentucky,47.41,0.39,63,47.02
KY-181,Nicholas County,Kentucky,45.88,0.99,69,44.89
KY-183,Ohio County,Kentucky,48.14,1.77,70,46.37
KY-185,Oldham County,Kentucky,47.26,2.7,71,44.56
KY-187,Owen County,Kentucky,47.16,3.5,78,43.66
KY-189,Owsley County,Kentucky,58.73,11.49,123,47.24
KY-191,Pendleton County,Kentucky,47.54,4.3,92,43.24
KY-193,Perry County,Kentucky,56.79,9.46,120,47.33
KY-195,Pike County,Kentucky,52.05,7.75,112,44.3
KY-197,Powell County,Kentucky,53.14,6.63,104,46.51
KY-199,Pulaski County,Kentucky,51.77,1.95,74,49.82
KY-201,Robertson County,Kentucky,46.56,2.48,78,44.08
KY-203,Rockcastle County,Kentucky,52.13,2.84,83,49.29
KY-205,Rowan County,Kentucky,47.88,2.92,84,44.96
KY-207,Russell County,Kentucky,51.58,0.74,70,50.84
KY-209,Scott County,Kentucky,45.94,1.92,70,44.02
KY-211,Shelby County,Kentucky,47.65,2.14,73,45.51
KY-213,Simpson County,Kentucky,53.49,4.59,88,48.9
KY-215,Spencer County,Kentucky,47.06,0.47,64,46.59
KY-217,Taylor County,Kentucky,49.29,-0.19,60,49.48
KY-219,Todd County,Kentucky,46.05,-2.23,50,48.28
KY-221,Trigg County,Kentucky,45.87,-2.84,46,48.71
KY-223,Trimble County,Kentucky,49.96,6.56,98,43.4
KY-225,Union County,Kentucky,42.2,-2.67,51,44.87
KY-227,Warren County,Kentucky,49.88,0.84,67,49.04
KY-229,Washington County,Kentucky,48.17,0.81,66,47.36
KY-231,Wayne County,Kentucky,52.72,1.94,78,50.78
KY-233,Webster County,Kentucky,46.55,1.25,69,45.3
KY-235,Whitley County,Kentucky,54.82,4.67,89,50.15
KY-237,Wolfe County,Kentucky,53.83,7.89,111,45.94
KY-239,Woodford County,Kentucky,47.09,1.98,70,45.11
LA-001,Acadia Parish,Louisiana,49.12,-9.25,27,58.37
LA-003,Allen Parish,Louisiana,52.56,-6.27,38,58.83
LA-005,Ascension Parish,Louisiana,62.03,1.51,73,60.52
LA-007,Assumption Parish,Louisiana,56.35,-4.86,46,61.21
LA-009,Avoyelles Parish,Louisiana,64.52,7.02,100,57.5
LA-011,Beauregard Parish,Louisiana,51.39,-5.56,40,56.95
LA-013,Bienville Parish,Louisiana,53.71,0.48,76,53.23
LA-015,Bossier Parish,Louisiana,48.12,-1.57,63,49.69
LA-017,Caddo Parish,Louisiana,46.99,-1.44,60,48.43
LA-019,Calcasieu Parish,Louisiana,50.56,-6.9,32,57.46
LA-021,Caldwell Parish,Louisiana,61.35,6.83,93,54.52
LA-023,Cameron Parish,Louisiana,48.49,-8.37,28,56.86
LA-025,Catahoula Parish,Louisiana,61.98,6.3,101,55.68
LA-027,Claiborne Parish,Louisiana,50.66,-1.67,65,52.33
LA-029,Concordia Parish,Louisiana,62.88,6.63,101,56.25
LA-031,De Soto Parish,Louisiana,49.32,-0.7,66,50.02
LA-033,East Baton Rouge Parish,Louisiana,58.79,-1.55,59,60.34
LA-035,East Carroll Parish,Louisiana,53.5,0.23,70,53.27
LA-037,East Feliciana Parish,Louisiana,64.25,2.55,82,61.7
LA-039,Evangeline Parish,Louisiana,56.15,-2.75,56,58.9
LA-041,Franklin Parish,Louisiana,60.55,6.53,94,54.02
LA-043,Grant Parish,Louisiana,58.37,2.68,74,55.69
LA-045,Iberia Parish,Louisiana,50.25,-8.36,29,58.61
LA-047,Iberville Parish,Louisiana,57.37,-1.92,62,59.29
LA-049,Jackson Parish,Louisiana,57.21,2.84,80,54.37
LA-051,Jefferson Parish,Louisiana,64.43,2.98,82,61.45
LA-053,Jefferson Davis Parish,Louisiana,48.04,-10.53,25,58.57
LA-055,Lafayette Parish,Louisiana,51.61,-7.14,35,58.75
LA-057,Lafourche Parish,Louisiana,58.96,-2.88,52,61.84
LA-059,La Salle Parish,Louisiana,60.14,3.92,87,56.22
LA-061,Lincoln Parish,Louisiana,54.41,1.29,75,53.12
LA-063,Livingston Parish,Louisiana,66.34,4.53,80,61.81
LA-065,Madison Parish,Louisiana,58.39,4.98,87,53.41
LA-067,Morehouse Parish,Louisiana,52.86,-0.43,72,53.29
LA-069,Natchitoches Parish,Louisiana,53.93,0.97,65,52.96
LA-071,Orleans Parish,Louisiana,60.02,-0.83,60,60.85
LA-073,Ouachita Parish,Louisiana,56.08,2.68,81,53.4
LA-075,Plaquemines Parish,Louisiana,62.85,1.8,77,61.05
LA-077,Pointe Coupee Parish,Louisiana,55.51,-3.62,50,59.13
LA-079,Rapides Parish,Louisiana,59.94,2.84,76,57.1
LA-081,Red River Parish,Louisiana,50.38,-0.8,67,51.18
LA-083,Richland Parish,Louisiana,58.21,4.58,86,53.63
LA-085,Sabine Parish,Louisiana,52.64,0.9,70,51.74
LA-087,St. Bernard Parish,Louisiana,59.11,-1.97,50,61.08
LA-089,St. Charles Parish,Louisiana,61.56,0.08,67,61.48
LA-091,St. Helena Parish,Louisiana,66.09,3.07,78,63.02
LA-093,St. James Parish,Louisiana,59.27,-1.71,59,60.98
LA-095,St. John the Baptist Parish,Louisiana,61.44,0.54,67,60.9
LA-097,St. Landry Parish,Louisiana,53.5,-5.38,42,58.88
LA-099,St. Martin Parish,Louisiana,52.7,-6.58,38,59.28
LA-101,St. Mary Parish,Louisiana,48.55,-11.48,19,60.03
LA-103,St. Tammany Parish,Louisiana,62.05,0.57,62,61.48
LA-105,Tangipahoa Parish,Louisiana,65.36,2.65,77,62.71
LA-107,Tensas Parish,Louisiana,58.35,3.88,88,54.47
LA-109,Terrebonne Parish,Louisiana,50.86,-10.99,20,61.85
LA-111,Union Parish,Louisiana,53.28,0.51,74,52.77
LA-113,Vermilion Parish,Louisiana,45.97,-12.01,16,57.98
LA-115,Vernon Parish,Louisiana,53.96,-1.68,60,55.64
LA-117,Washington Parish,Louisiana,67.12,4.92,86,62.2
LA-119,Webster Parish,Louisiana,49.89,-1.08,65,50.97
LA-121,West Baton Rouge Parish,Louisiana,55.76,-3.44,53,59.2
LA-123,West Carroll Parish,Louisiana,51.65,-1.66,63,53.31
LA-125,West Feliciana Parish,Louisiana,59.26,-0.55,59,59.81
LA-127,Winn Parish,Louisiana,57.51,2.17,76,55.34
ME-001,Androscoggin County,Maine,46.93,2.31,89,44.62
ME-003,Aroostook County,Maine,47.84,9.84,124,38
ME-005,Cumberland County,Maine,47.53,2.9,89,44.63
ME-007,Franklin County,Maine,51.05,6.84,110,44.21
ME-009,Hancock County,Maine,55.06,9.35,111,45.71
ME-011,Kennebec County,Maine,46.81,3.9,100,42.91
ME-013,Knox County,Maine,50.12,3.72,91,46.4
ME-015,Lincoln County,Maine,47.18,2.56,84,44.62
ME-017,Oxford County,Maine,49.13,5.34,101,43.79
ME-019,Penobscot County,Maine,50.54,8.81,117,41.73
ME-021,Piscataquis County,Maine,51.09,9.64,120,41.45
ME-023,Sagadahoc County,Maine,47.23,2.73,92,44.5
ME-025,Somerset County,Maine,49.24,8,115,41.24
ME-027,Waldo County,Maine,50.83,6.07,104,44.76
ME-029,Washington County,Maine,53.97,9.7,110,44.27
ME-031,York County,Maine,48.57,4.07,89,44.5
MD-001,Allegany County,Maryland,37.42,-0.09,64,37.51
MD-003,Anne Arundel County,Maryland,46.79,4.34,97,42.45
MD-005,Baltimore County,Maryland,46.05,2.67,88,43.38
MD-009,Calvert County,Maryland,47.66,4.7,101,42.96
MD-011,Caroline County,Maryland,44.79,1.36,82,43.43
MD-013,Carroll County,Maryland,44.02,1.64,80,42.38
MD-015,Cecil County,Maryland,47.57,3.79,95,43.78
MD-017,Charles County,Maryland,42.96,0.74,71,42.22
MD-019,Dorchester County,Maryland,45.92,2.41,90,43.51
MD-021,Frederick County,Maryland,42.81,0.96,75,41.85
MD-023,Garrett County,Maryland,44.27,-1.14,52,45.41
MD-025,Harford County,Maryland,47.82,4.09,95,43.73
MD-027,Howard County,Maryland,45.35,2.87,90,42.48
MD-029,Kent County,Maryland,44.66,1.81,85,42.85
MD-031,Montgomery County,Maryland,42.39,0.84,77,41.55
MD-033,Prince George&#039;s County,Maryland,45.85,3.56,95,42.29
MD-035,Queen Anne&#039;s County,Maryland,45.32,2.32,91,43
MD-037,St. Mary&#039;s County,Maryland,46.04,3.61,96,42.43
MD-039,Somerset County,Maryland,41.05,-1.65,54,42.7
MD-041,Talbot County,Maryland,47.02,3.57,96,43.45
MD-043,Washington County,Maryland,40.04,0.9,78,39.14
MD-045,Wicomico County,Maryland,42.67,-1,62,43.67
MD-047,Worcester County,Maryland,39.3,-3.81,38,43.11
MD-510,Baltimore City,Maryland,46.85,3.98,95,42.87
MD-511,Washington,District of Columbia,44.65,3.05,92,41.6
MA-001,Barnstable County,Massachusetts,43.44,-0.09,66,43.53
MA-003,Berkshire County,Massachusetts,43.55,-1.94,52,45.49
MA-005,Bristol County,Massachusetts,44.91,0.32,64,44.59
MA-007,Dukes County,Massachusetts,42.71,-0.21,61,42.92
MA-009,Essex County,Massachusetts,35.9,-6.87,14,42.77
MA-011,Franklin County,Massachusetts,43.74,-1.26,54,45
MA-013,Hampden County,Massachusetts,46.73,0.38,68,46.35
MA-015,Hampshire County,Massachusetts,44.59,-1.19,55,45.78
MA-017,Middlesex County,Massachusetts,40.08,-3.35,35,43.43
MA-019,Nantucket County,Massachusetts,40.85,-0.82,67,41.67
MA-021,Norfolk County,Massachusetts,42.78,-2.21,45,44.99
MA-023,Plymouth County,Massachusetts,46.46,1.39,76,45.07
MA-025,Suffolk County,Massachusetts,38.91,-5.4,22,44.31
MA-027,Worcester County,Massachusetts,45.06,0.56,69,44.5
MI-001,Alcona County,Michigan,29.25,0.57,69,28.68
MI-003,Alger County,Michigan,37.04,4.77,105,32.27
MI-005,Allegan County,Michigan,35.35,1.11,66,34.24
MI-007,Alpena County,Michigan,30.81,1.77,83,29.04
MI-009,Antrim County,Michigan,33.37,1.8,79,31.57
MI-011,Arenac County,Michigan,28.53,0.13,59,28.4
MI-013,Baraga County,Michigan,39.23,6.93,122,32.3
MI-015,Barry County,Michigan,35.13,1.93,77,33.2
MI-017,Bay County,Michigan,29.02,0.05,61,28.97
MI-019,Benzie County,Michigan,35.23,3.71,102,31.52
MI-021,Berrien County,Michigan,35.48,-1.02,49,36.5
MI-023,Branch County,Michigan,36.34,1.88,76,34.46
MI-025,Calhoun County,Michigan,34.41,0.68,61,33.73
MI-027,Cass County,Michigan,36.43,0.46,59,35.97
MI-029,Charlevoix County,Michigan,33.37,2.57,80,30.8
MI-031,Cheboygan County,Michigan,31.68,2.91,91,28.77
MI-033,Chippewa County,Michigan,36.86,4.98,109,31.88
MI-035,Clare County,Michigan,30.82,1.2,74,29.62
MI-037,Clinton County,Michigan,30.19,-0.6,56,30.79
MI-039,Crawford County,Michigan,29.03,-1.49,35,30.52
MI-041,Delta County,Michigan,32.22,1.38,80,30.84
MI-043,Dickinson County,Michigan,30.74,1.03,80,29.71
MI-045,Eaton County,Michigan,33.2,1.37,74,31.83
MI-047,Emmet County,Michigan,34.25,4.47,111,29.78
MI-049,Genesee County,Michigan,26.1,-3.99,22,30.09
MI-051,Gladwin County,Michigan,29.1,0.2,62,28.9
MI-053,Gogebic County,Michigan,38.34,5.6,110,32.74
MI-055,Grand Traverse County,Michigan,32.81,2.3,91,30.51
MI-057,Gratiot County,Michigan,29.51,-0.6,58,30.11
MI-059,Hillsdale County,Michigan,35.03,0.86,67,34.17
MI-061,Houghton County,Michigan,35.89,5.44,114,30.45
MI-063,Huron County,Michigan,27.73,-1.94,44,29.67
MI-065,Ingham County,Michigan,29.98,-0.81,52,30.79
MI-067,Ionia County,Michigan,34.32,2.56,85,31.76
MI-069,Iosco County,Michigan,27.97,-0.86,49,28.83
MI-071,Iron County,Michigan,33.64,3.05,96,30.59
MI-073,Isabella County,Michigan,31.8,2.01,77,29.79
MI-075,Jackson County,Michigan,29.76,-1.75,40,31.51
MI-077,Kalamazoo County,Michigan,33.47,-1.12,44,34.59
MI-079,Kalkaska County,Michigan,31.46,0.1,60,31.36
MI-081,Kent County,Michigan,35.86,2.94,91,32.92
MI-083,Keweenaw County,Michigan,38.89,9.66,126,29.23
MI-085,Lake County,Michigan,36.33,3.74,102,32.59
MI-087,Lapeer County,Michigan,27.86,-2.01,37,29.87
MI-089,Leelanau County,Michigan,34.68,4.44,110,30.24
MI-091,Lenawee County,Michigan,29.61,-2.15,38,31.76
MI-093,Livingston County,Michigan,26.44,-4.09,20,30.53
MI-095,Luce County,Michigan,38.62,6.63,121,31.99
MI-097,Mackinac County,Michigan,36.42,5.81,111,30.61
MI-099,Macomb County,Michigan,25.46,-4.8,15,30.26
MI-101,Manistee County,Michigan,36.9,5.28,110,31.62
MI-103,Marquette County,Michigan,35.99,4.53,100,31.46
MI-105,Mason County,Michigan,37.6,6.51,116,31.09
MI-107,Mecosta County,Michigan,34.4,2.95,95,31.45
MI-109,Menominee County,Michigan,30.96,0.99,80,29.97
MI-111,Midland County,Michigan,29.54,0.35,66,29.19
MI-113,Missaukee County,Michigan,31.08,1.19,72,29.89
MI-115,Monroe County,Michigan,26.85,-4.27,19,31.12
MI-117,Montcalm County,Michigan,34.88,3.29,94,31.6
MI-119,Montmorency County,Michigan,27.95,-0.39,52,28.34
MI-121,Muskegon County,Michigan,35.59,3.46,97,32.13
MI-123,Newaygo County,Michigan,35.94,3.41,96,32.53
MI-125,Oakland County,Michigan,25.21,-5.47,12,30.68
MI-127,Oceana County,Michigan,37.79,5.97,109,31.82
MI-129,Ogemaw County,Michigan,29.19,0.32,61,28.87
MI-131,Ontonagon County,Michigan,37.81,6.21,116,31.6
MI-133,Osceola County,Michigan,33.3,2.25,86,31.05
MI-135,Oscoda County,Michigan,28.16,-0.62,46,28.78
MI-137,Otsego County,Michigan,29.73,-0.41,55,30.14
MI-139,Ottawa County,Michigan,34,0.99,73,33.01
MI-141,Presque Isle County,Michigan,30.72,1.83,77,28.89
MI-143,Roscommon County,Michigan,29.61,0.02,59,29.59
MI-145,Saginaw County,Michigan,28.79,-0.72,54,29.51
MI-147,St. Clair County,Michigan,25.64,-4.98,14,30.62
MI-149,St. Joseph County,Michigan,34.65,0.37,57,34.28
MI-151,Sanilac County,Michigan,27.17,-2.87,29,30.04
MI-153,Schoolcraft County,Michigan,36.71,5.33,109,31.38
MI-155,Shiawassee County,Michigan,27.88,-2.16,39,30.04
MI-157,Tuscola County,Michigan,28.33,-1.17,46,29.5
MI-159,Van Buren County,Michigan,35.24,-0.23,54,35.47
MI-161,Washtenaw County,Michigan,27.53,-2.33,35,29.86
MI-163,Wayne County,Michigan,25.69,-4.95,14,30.64
MI-165,Wexford County,Michigan,34.47,2.56,90,31.91
MN-001,Aitkin County,Minnesota,31.36,4.37,102,26.99
MN-003,Anoka County,Minnesota,24.35,-4.81,18,29.16
MN-005,Becker County,Minnesota,23.51,-0.27,57,23.78
MN-007,Beltrami County,Minnesota,25.04,1.52,85,23.52
MN-009,Benton County,Minnesota,30.37,3.68,94,26.69
MN-011,Big Stone County,Minnesota,20.89,-1.74,44,22.63
MN-013,Blue Earth County,Minnesota,25.25,-3.64,30,28.89
MN-015,Brown County,Minnesota,22.07,-5.77,18,27.84
MN-017,Carlton County,Minnesota,30.65,2.69,88,27.96
MN-019,Carver County,Minnesota,21.65,-6.83,8,28.48
MN-021,Cass County,Minnesota,26.89,1.3,75,25.59
MN-023,Chippewa County,Minnesota,23.49,-1.21,48,24.7
MN-025,Chisago County,Minnesota,27.26,-1.97,45,29.23
MN-027,Clay County,Minnesota,23.11,1.31,83,21.8
MN-029,Clearwater County,Minnesota,25.2,1.62,82,23.58
MN-031,Cook County,Minnesota,38.43,9.19,126,29.24
MN-033,Cottonwood County,Minnesota,21.59,-5.25,16,26.84
MN-035,Crow Wing County,Minnesota,29.63,3.86,98,25.77
MN-037,Dakota County,Minnesota,22.31,-6.98,9,29.29
MN-039,Dodge County,Minnesota,30.86,0.58,70,30.28
MN-041,Douglas County,Minnesota,23.95,-0.89,53,24.84
MN-043,Faribault County,Minnesota,26.41,-3.19,35,29.6
MN-045,Fillmore County,Minnesota,37.22,5.15,103,32.07
MN-047,Freeborn County,Minnesota,28.12,-2.72,40,30.84
MN-049,Goodhue County,Minnesota,25.29,-4.49,21,29.78
MN-051,Grant County,Minnesota,21.58,-1.91,41,23.49
MN-053,Hennepin County,Minnesota,22.48,-6.45,10,28.93
MN-055,Houston County,Minnesota,34.9,2.64,84,32.26
MN-057,Hubbard County,Minnesota,24.39,-0.83,54,25.22
MN-059,Isanti County,Minnesota,27.5,-1.28,54,28.78
MN-061,Itasca County,Minnesota,28.2,2.8,95,25.4
MN-063,Jackson County,Minnesota,23.99,-3.43,28,27.42
MN-065,Kanabec County,Minnesota,30.08,2.17,76,27.91
MN-067,Kandiyohi County,Minnesota,22.54,-2.81,37,25.35
MN-069,Kittson County,Minnesota,24.57,4.31,108,20.26
MN-071,Koochiching County,Minnesota,31.88,6.29,124,25.59
MN-073,Lac qui Parle County,Minnesota,23.17,-0.71,53,23.88
MN-075,Lake County,Minnesota,36.91,8.31,127,28.6
MN-077,Lake of the Woods County,Minnesota,22.86,-0.04,66,22.9
MN-079,Le Sueur County,Minnesota,23.95,-5.2,21,29.15
MN-081,Lincoln County,Minnesota,25.58,1.02,74,24.56
MN-083,Lyon County,Minnesota,23.77,-1.05,53,24.82
MN-085,McLeod County,Minnesota,17.43,-10.15,4,27.58
MN-087,Mahnomen County,Minnesota,23.99,0.98,69,23.01
MN-089,Marshall County,Minnesota,22.22,1.58,84,20.64
MN-091,Martin County,Minnesota,24.86,-3.71,28,28.57
MN-093,Meeker County,Minnesota,22.69,-3.43,33,26.12
MN-095,Mille Lacs County,Minnesota,28.29,0.79,64,27.5
MN-097,Morrison County,Minnesota,28.35,2.46,85,25.89
MN-099,Mower County,Minnesota,32.57,0.87,72,31.7
MN-101,Murray County,Minnesota,18.49,-7.52,8,26.01
MN-103,Nicollet County,Minnesota,20.71,-8.29,6,29
MN-105,Nobles County,Minnesota,19.94,-7.08,7,27.02
MN-107,Norman County,Minnesota,23.81,2.34,90,21.47
MN-109,Olmsted County,Minnesota,33.34,2.36,84,30.98
MN-111,Otter Tail County,Minnesota,23.62,-0.42,54,24.04
MN-113,Pennington County,Minnesota,21.45,0.18,65,21.27
MN-115,Pine County,Minnesota,29.83,1.09,68,28.74
MN-117,Pipestone County,Minnesota,19.7,-5.27,17,24.97
MN-119,Polk County,Minnesota,22.33,1.19,80,21.14
MN-121,Pope County,Minnesota,22.39,-2.06,41,24.45
MN-123,Ramsey County,Minnesota,23.26,-5.83,12,29.09
MN-125,Red Lake County,Minnesota,21.96,0.44,71,21.52
MN-127,Redwood County,Minnesota,21.12,-4.79,22,25.91
MN-129,Renville County,Minnesota,19.92,-6.49,14,26.41
MN-131,Rice County,Minnesota,26.96,-2.37,41,29.33
MN-133,Rock County,Minnesota,19.39,-6.58,12,25.97
MN-135,Roseau County,Minnesota,24.29,2.96,103,21.33
MN-137,St. Louis County,Minnesota,34.87,7.67,127,27.2
MN-139,Scott County,Minnesota,22,-6.89,9,28.89
MN-141,Sherburne County,Minnesota,28.47,0.79,74,27.68
MN-143,Sibley County,Minnesota,18.84,-9.73,4,28.57
MN-145,Stearns County,Minnesota,28.06,2.63,87,25.43
MN-147,Steele County,Minnesota,30.22,0.57,68,29.65
MN-149,Stevens County,Minnesota,21.25,-2.11,38,23.36
MN-151,Swift County,Minnesota,20.96,-3.19,31,24.15
